"This covo in the car is so funny about dudes fucking dudes, in the hood ",disgust,,
At what point does Fred Hoiberg's heart doctor get concerned? ,anger,,
Back from the hospital just in time for a tutorial. Today will not be a good day #boredness #fedupness,sadness,,
Last day of art appreciation class ,sadness,,
Never run away from your problem face them face to face cause so they will catch and never let goo... RIP Jane Kane,fear,,
"She Women share on of technology. Fear of not being able to find/trust sone to help. Impact: limit potential, missed opportunities.",fear,,
An enraged person only gets angrier when you say “I completely understand.”       ,anger,,
Radio degraded from some good songs to absolute shit ,sadness,,
"You me. I've never been more hurt by one person, never been treated like that. But I did it to myself, I'm the one to blame.",disgust,,
"The Lord taketh pleasure in them that fear him, in those that hope in his mercy.& 147:11 (KJV)  #hope #mercy",fear,,
"suffering from a of failure? what is the worst case scenario? If it is not that bad, why are you still afraid?Hmmm, I think I am goin…",fear,,
Dick Vitale is calling the Ohio State/Duke game. ,sadness,,
"this year, for the first time in my life, I will not have a christmas tree in my home ",sadness,,
i hate the human race...  ,anger,,
My brother just left with my movie #MarkWahlberg &#xA;&#xA;I miss it already!,fear,,
"ok free people skirt, hide and seeks over ",anger,,
I have to manage my since people can't manage their #STUPIDITY,anger,,
"Man, these Indian rappers from Brampton are almost as bad as the black ones. ",sadness,,
   Its a big distraction from our lives. They create the illusion of so we accept their Solutions. $$,fear,,
"I feel as though I live in  because there are things I'd like to say in this  post, but losing my #job. #emptywords",fear,,
I wonder if my new emoticon keyboard works in Twitter.  It does! Probably only visible to iPhone/iPad users tho. ,sadness,,
Really wanna go see the lights on the cumberland but the weather just won't cooperate ,sadness,,
Not even worth a rejection letter. ,sadness,,
If you've never liked Nickelback then you pretty much wasted most of your life . ,sadness,,
I'm exhausted but can't sleep.  I just want my nap.  ,sadness,,
is rememered #Pain and #Fear is projecting it into the future. #Guilt comes from pain with blame. Primary pain creates #depression,anger,,
is rememered  and is projecting it into the future. #Guilt comes from pain with blame. Primary pain creates #depression,fear,,
"I saw the world without any borders in my  I was flying under the sun above the trees, no just #love. Dreams are my reality",fear,,
"The that was filling this #building from her, from his #death will linger here well after we leave. #Someone will feel it one day.",sadness,,
2 more days of this break.. :( I don't want it to end.. ,sadness,,
"God, don't show me any more I don't think my heart can take it. ",sadness,,
Not walkin up stairs because you're afraid to trip going up.. ,fear,,
Someone went thru our mail and tore open my mom's bday card to me! Looking for $? Our neighbor on another street brought it over. ,sadness,,
There is only one thing that makes a  impossible to achieve: the of failure.,fear,,
Oh my god ...  did an awesome play on ....love that scene.,fear,,
Fuck all of y'all we ignore feelings here ,fear,,
I saw a dead Cardinal outside at lunch. I don't think it's a coincidence.  ,sadness,,
On the way home from Chester. Zack drives like something off need for speed :( ,fear,,
Today was a sad day... :( Im gonna miss you Emily..  #tears,sadness,,
" of when your phone starts falling towards your face , but you save it. #amazing",fear,,
Spanish is the worst class. My teacher has been out for two weeks and my peers are proletariats. ,sadness,,
Jamming to Pandora...trying to bring some light to my bday weekend...I really wish I was able to go home and be with my family..,sadness,,
"Sooooo Tired, but I want to watch a movie. ",sadness,,
"first, the (batman begins)....then, the #limits (dark knight).....im thinking like,  fucking....#redemption (dark knight rises)",fear,,
"I feel a certain strange surging thru my soul....., yet it feels so off-limits..wht do I do... Wht. Is there to say? ",fear,,
...and guess what song just popped in my head. ,fear,,
Pain is my happiness..darkness is my light... I'm one big void of nothingness...,sadness,,
Watching and listening to people eat me,disgust,,
It's not a proper relationship without friendship... But how do you get it back? ,sadness,,
"... for remember, fear doesn't exist anywhere except in the mind.&quot; - Dale Carnegie ",fear,,
Just made it north of the Mason-Dixon line #missingthesouth,sadness,,
God im so mad its burning my fuckin stomach! ,anger,,
all this  news has made me very nervous whenever i see a cop.  even a friendly cop in the mall.  i hate that.  ,fear,,
Sitting here depressed n staring into space ,sadness,,
is the lock &amp;&amp; #laughter the key to your heart. ❤,fear,,
Back to the real world!!  ,sadness,,
"YOU PUT THAT UKELELE AWAY OR I WILL RIP IT FROM YOUR HANDS AND BEAT YOU DEAD.  We are studying, you dumb shit!  ",anger,,
Ça me manque de ne pas mettre mon doigt dans les narines de mon frere et de cramer les cheveux de mon colombinus d'amour ! ,sadness,,
The part where she drinks the blood is #vomitar,disgust,,
.when yur dad's anger and yuu laugh.,anger,,
really? mcdonalds cafe machine isnt working..no peppermint hot chocolate): ,sadness,,
 you put clothes in the washing machine  &amp;&amp; forget the main thing you wanted to wash  #ohshit,sadness,,
cutting off my camp bracelets is such a sad ritual. I mus be reeeeaaalllyy dedicated to this play. ,sadness,,
" said he wants to live in u, but  he saw fear in your house occupying your space and u wouldn't invite him in ro get rid of ",fear,,
State of certainty to state of confusion just like that...,sadness,,
Cody won't be coming anywhere NEAR where I live. At all. );,sadness,,
"not afraid of tomorrow, for I have seen yesterday and I love today #less&quot;",fear,,
One of those nights when all I wanna do is listen to my iPod and hide under the covers.. ,sadness,,
GOSH! I miss football so much! ,sadness,,
God please shine your grace and mercy on this oddly looking lady that's about to cut my hair. Great Clips!,fear,,
 is not a strategy  is not a factor is not an option,fear,,
"i mean for you to hate it,not me.i love it,but there are a few people in for a rude awakening. is it in you?lmao!!!!!",fear,,
alot of ppl r sad that their brother is going to college &amp; leaving them...... well im sad i cant sell my brother on e-bay.... shit ,sadness,,
I'm home watchin this sad movie. Missing college. ,sadness,,
Guess I'll give up on using the internet for now and do something useful for a change.  ,sadness,,
"this 19 yearold eats 30,000calories a day.   oh.my.god.  #tearsAndstomachache",sadness,,
Intelligence puts man on the throne. Faith puts God there.     ,fear,,
"Its like time runs to me, runs to me faster, fastest. Oh how I make my self beating no well  ♬   ♬  ",fear,,
in any form diminishes my ability to think clearly and trust myself. Why in the world is it used as a tool so often?,fear,,
 The s not the problem-Your Attention 2 fearful possibilities s the attracting force. Stop 8 quick -Cheryl Janecky #loa #anxiety,fear,,
TEARS ARE AH FORM OF PROTECTION...IS NOT MY DIRECTION,sadness,,
The fear of the  is the beginning of wisdom...doing His will connotes His ,fear,,
"i just wanna listen to music, but my stupid ass ipod is broke -__- :'( ",sadness,,
Sucks when you don't have wifi and you dont have your cell phone and ou can't get on twitter ,sadness,,
I ate a burrito the size of my arm earlier and now i am weathering the calm before the storm ,fear,,
When I tweet something stupid as fuck everyone retweets it? ,disgust,,
I don't need to swear to anything. Punch your mrs and you'll wake up with your dick on your pillow next to bloody scissors. .,fear,,
"I Broke Up With Cause I Finally Realized It Was Holding Me Back. I'm In Love With #Grace Now, &amp;It's Now My Motivation.&#xA;#TeamJESUS",fear,,
"Asked a kid how old he thought I was, his answer: 25, thank goodness I got my lancome stuffs!  ",sadness,,
&quot; You should have the of losing one's softness in the heart and its hardening.&quot;#islam,fear,,
A lot of people's biggest is #death and a lot of others is #clowns.. My biggest fear... Death by Clowns! There's nothing scarier!,fear,,
Holy shit I just weighed myself for the first time since before college..  I put on 13 pounds in a semester.. Pure in myself,disgust,,
"Great, Jay is coming out of Daniel. Get ready for a rage.",anger,,
SHIT!!!!!!!! I ran outta fruity pebbles! Dam :(  ,sadness,,
You know i spend money cause spending time is hopeless ,fear,,
If your a girl and you smoke alot of weed you me,disgust,,
My ex a quadruple hoe!! Sumbodi need to gne stop playin w/ her Lil scary...DA LOUDEST DOG N DA POUND KEEP HIS TAIL TUCKED N HIS ASS!! ,fear,,
Losing people everyday and I'm sick of cryin nd bein sad is the next emotion,anger,,
I never got a chance 2b my fathers child n yet u ask me to kneel? ,anger,,
"Can't go to bed .. I keep looking at the window hoping that my car won't be robbed& , #vacation",fear,,
And my black Friday shift begins.  ,sadness,,
"Realistic bad dreams really suck, especially when about someone close to you. Must resist urge to call them at 3 am... ",sadness,,
in thy call you Sister in #Peace thy hate U,fear,,
"I think its jus Gods will that i dont live in new zealand with my fams , cuz God only knows if i was down there ... jeeeesus christ ",anger,,
Eh...exam finals time... ,sadness,,
I made a &quot;Highlander&quot; reference last night about how there can be only one black guy at the party. Only ONE person got it. ,sadness,,
i can't watch KKTNY cause i don't have cable ): ,sadness,,
I wanted Taylor Swift or Katy Perry to be nominated for album of the year.......awk  ,sadness,,
"Is it weird that I have a of typing in the wrong thing when I know I was typing too fast, and sent it w/o checking?",fear,,
Harry's life is tragic. His hug bounced like spalding and he was out of coverage area when he reached the house ,sadness,,
Senior year set in yesterday  an i never could sleep good ,sadness,,
"This house feels so empty without my Scout. Also, missing Dad a lot today. ",sadness,,
&quot;people think that  is a sign of weakness...It is that is a sign of weakness...patience is a sign of strength.&quot; ~ Dalai Lama,anger,,
am not gonna watch barcelona match today ;'( ,sadness,,
"But that ain't how it works, that ain't how it goes,& i'll be getting high just to balance out the lows ",fear,,
et que ça serait trop chouette qu'on paye les femmes à rester à la maison. ,fear,,
I'm expecting an extremely important phonecall any minute now #terror #opportunity,fear,,
"Damn. I've bought a lot from them before, but suddenly Amazon Japan no longer ship to Norway. Also, not paying 3x the amount on Ebay. ",anger,,
have to drink water so that the kidneys are not sick !! :(,fear,,
"still can't find that audio file I want. nobody seems to have a copy of it anymore either...DAMN YOU, NON PHYSICAL FORM OF MEDIA!!! ",anger,,
Hate driving next to 18 Wheelers. Heart starts pounding through my chest every time. ,fear,,
"I would breeze through them Spiders, the Snakes however... different matter ",fear,,
"Apparently, Maldonado has signed with Williams for next year...so sadly, I think Rubens' F1 driving life is over :/ ",sadness,,
"For all those years you've protected the seed, it's time to become the beautiful flower.~S.C. Paul   ",fear,,
how to ruin a perfectly good night: my fridge is so cold it separated the most delicious vanilla frosting ever. ,sadness,,
There is only one thing that makes a dream impossible to achieve: the of #failure. Basically I'm saying focus on getting ur mind right,fear,,
The toys R us advert makes me want to scream. ,anger,,
Missed Amazing Race &amp; 60 minutes cut into the TiVo  ,sadness,,
smh wus wrong wit niggas these days a  that  to another  does it out of in my eyes smh lot of niggas lie to me,fear,,
I'm not actually writing a physics exam today ,fear,,
I lost my heart in the beginnings of winter... And I was so convinced... ,sadness,,
"looks like its  again, maybe it will snow enough so we can have a snow day.. Oh wait Im an adult now.  ",sadness,,
On sad thing about  waking up the smell of great food nd knowing it can't be touched till later. ,sadness,,
got excited because we had chex mix at home...opened the bag and realized someone ate all the good stuff and just left chex. ,sadness,,
"I swear, every night I just creep my timeline till I reach where I left off #imoverit",sadness,,
Got all my journal done but vocabulary 9 and 10 an sentences for them then took at shower brushed teeth an now maybe I can get to bed ,anger,,
my god! i been trying to open this bag of take out for like 10 min.. i just stabbed the bag with my fork #problemsolved,anger,,
No matter how much I wanna ask one simple question I know that it might ruin our friendship ,sadness,,
My feather just fell out of my hair in the shower... ,sadness,,
"I Really Dislike Natural AFFness, I don't mind ina jokey way or a couple words here &amp; there, but PROPER AFF ",disgust,,
maybe its a good Idea 2 recall our  in  &amp; send them back their ambassador in till things Calm Down #pakistan,disgust,,
Don’t ever touch an angry person without their permission.       ,anger,,
"Where ever resides at in your life move in that direction with boldness! The more u go, the less it has power ova you.",fear,,
Mum just told me she won't be goin overboard for xmas as I'm an adult now ,anger,,
The awkward moment when you wake up with a snake wraped around your hair... ,disgust,,
Got to go to sleep or not :( night not in a good me .... #sad #sick #moodyme,anger,,
Can parents teach kids how to cover their mouths when they cough? Ewah. ,disgust,,
Taking a larger perspective on your anger can help control it. #bornmad,anger,,
"Is ur child a worry wart? Here is a tip from, &quot;Wilma Jean the Worry Machine.&quot; Genuinely accept your child’s    ",fear,,
I said no to the same boy like 5 times last night! ,sadness,,
"For the record, I'm cool with virgins, but these roommates are completely destroying feminism. #Virgindiaries",sadness,,
"every night, fake smiles every morning.",sadness,,
You know you're having a shitty day when your profile picture stops moving... ,sadness,,
is my ginger gal at Subway transferred. Now I have to spell-out my order every AM.,sadness,,
Python friend is explaining to me how he wrote his own CMS. I cannot seem to convince him to dump his crappy host and learn Django. ,sadness,,
Great day love when my car gets hit.. ,anger,,
I'm not an idiot- I know what a proper running vehicle should sound like   ,anger,,
I hate wanting to give my all but not knowing if i'll get it back ,fear,,
" and .... Think about it,,,,based on your belief, u don't even lose your #LIFE when u lose your physical #LIFE #UseITdontUseIT",fear,,
I hate it when you talk to someone every single day and then it just stops. All of a sudden neither of you say a word to each other ,sadness,,
Moral to the story? A little can be used as a huge #advanage. #pointtoprove,fear,,
"Life is short, live it.  is rare, grab it. Anger is bad, dump it. is awful, face it. #Memories are sweet, cherish them.",fear,,
I really can't be nice to some people without them getting the wrong idea. ,sadness,,
"im not gonna lie, my family celebrates christmas without christmas trees, where's the festivity?!?!? #gay",sadness,,
I really want to go black Friday shopping but I have no one to go with..  ,sadness,,
My brand new machete needs sharpening after my first shave with it.  ,sadness,,
Actually crying because of gossip girl   ,sadness,,
Ive listened to drop the world so many times  that im pretty sure my dog knows the lyrics ,anger,,
"ooooh early shifts... ooh my dear early shifts, why don't you all go to f**k off! #FML",sadness,,
Our main server got borked!  Check here for deals instead!  ,sadness,,
"So I think im watching a good movie, and then they kill the little boy. WTF. #heartbreak",sadness,,
I got my retainer on today. It feels so weird; I can't sleep because I keep touching it with my tongue... ,sadness,,
Missing Judas Priest's farewell tour in Toronto tonight. ,sadness,,
Really not liking myself right now! I hate fucking up. Fuck! ,anger,,
when creepy people don't get the hint to stop texting you.... ,sadness,,
This damn strip club is wacky as ,sadness,,
I hate it when I cant help someone when they feel sad. It makes me sad.  ,sadness,,
Just had a great movie marathon with my wonderful roommate   #wawa #chinese can't get any better than that :),fear,,
People who say you broke their computer because you figured out what was wrong should die in a house fire.    ,anger,,
"these ads that come on the side saying flirting has never been so easy. man, why is the world filled with desperate people i say ",sadness,,
"after 45 minutes of waiting, my project is finally printed out.... ",anger,,
The break up scene in The Notebook &lt;&lt; :(,sadness,,
"I was interviewing a gurl and she flipped the tables on me by questioning me in the freakest way ever! The rapist got mind raped, ppl! ",fear,,
They say your penis is related to your shoe size. Well that makes the of getting raped by a clown much scarier.,fear,,
I'm going to feel extremely hungry tomorrow from not enjoying the yearly Thanksgiving meal. ,sadness,,
Tenn and Ole Miss declined to play SC next year. ,fear,,
That awkward moment when you just want to punch a baby. ,anger,,
I'm sorry but if you're going to do an act 1 run through I think maybe it should be finished before you try it..? ,anger,,
"The 3 reasons I miss living in Houston: Zio's, Gringos, and Casa Ole. The food of my childhood! #Dallasrestaurantssuck",sadness,,
"Je suis foutu. Les Québécois ont trouvé mon mail, ils m'avertissent que je dois utiliser courriel dans mes articles ",fear,,
Uhhh... Migraine... Go away!! I'm not sure if I'm about to pass out or vomit... Uhh.. I wish someone was here to hold me! ,sadness,,
Damn if only she knew. :( I don't wanna fall for you ckuz ik you won't pic me up. Trying hard not to. ,fear,,
Sneezing an simultaneously farting ,fear,,
Anger prevents proper thinking and makes you vulnerable.- Wooden   ,anger,,
Night tweeps!! Back to school ulit bukas! If you think the worst is over... wait for the exam results.. :) #Exams #AHSJuniorsExams,fear,,
The  advert is possibly the most annoying thing on Tv. Makes me run up to the twat and clatter him. ,anger,,
Some folks r really mean 2 me. That doesn't scare me. What scares me is how ridiculous it became 2 suggest 2 pay for music  ,fear,,
man. must now leave the warmth of my pvt bath and heater to brave the cold and wet outside to go food shopping. ,sadness,,
didn't buy a wii/zelda today and all I can think about is how much I wanna play skyward sword. #woeisme,sadness,,
Josh doesn't like Christmas music ,sadness,,
"Rappel: d'ici au 31/12, les banques européennes doivent présenter des ratios de solva corrects malgré les pertes sur la Grèce ",fear,,
My dog has an ear infection taking to the vet now:( ,sadness,,
been home for the past 45 min and iv been working on homework :'( break is so over ,sadness,,
Only you can make me fly to the moon and fall to the earth ,sadness,,
Most people are secret haters. They throw salt in the low! ,sadness,,
Loneliness. It can cause a bad effect-- when we least expect it and have the lowest tolerance for it. I only want it when I'm reading. ,fear,,
Seeing a stray dog run right pass you on Morehouse campus.. ,fear,,
"For the first time this entire week, im going to bed before 4 am ",sadness,,
is nothing else than perverted #faith. Your ability to fear is a proof of your ability to #believe.,fear,,
I wish I lived on the West Coast so it would be 3 hours earlier and it would be 7:35 p.m. instead of 10:35 p.m. ,sadness,,
"I'm really pissed, I'll go brush my teeth to cool off. #Contempt #Rage",anger,,
"Les podcasts, le time-shifting, ... suis en train de comprendre. ",fear,,
Had the BEST Thanksgiving in a while. Well except for the part where my cousin-in-law's gram died. You will be greatly missed Gram! ,sadness,,
"tweet dengan artis macam tweet sorang2 , xkuase nak tweet dengan artis  ",disgust,,
Lost It &amp; Left A Vmail on the House Phone!! ..,anger,,
"in pratica stasera ho scoperto che devo spaccarmi il culo in due, che l'importante è &quot;il nome&quot;, e per il nome devo accumulare soldi ",sadness,,
"I seriously need to get a job, all this free time to sit &amp;  think is not good at all ",sadness,,
Now I have an upper back pull! Great...I feel like a contortionist who couldn't get anything right ,disgust,,
On another note: Tonight I noticed great  and dead-end  on a lot of people's eyes.  and #cynicism. #feeling #urgency,sadness,,
"i hate the song FA LA LA :DD i don't want to hear that anymore, sorry beliebers i don't really like the song when i heard it .. ",sadness,,
I'm ready to go the hell home. So stop talking and check me out! ,anger,,
i hate selfish people ! i ask for one thing and youcant even do that ,anger,,
Overheard during Thanksgiving dinner: &quot;They're going to PROVIDENCE&quot; &quot;executions&quot; &quot;drive-bys&quot; &quot;murder rate&quot; &quot;that awful parking garage&quot; ,fear,,
"Comme au match aller, un CSKA sans génie subit la loi des Lillois...jusque dans les dernières minutes? #LDC #LOSC",fear,,
my entire drunken family is trying to get me to play just dance. this is horendous.   ,fear,,
I'm in the most painful situation in definition of: damned if I do and damned if I don't #life #love what is #therightthing,fear,,
Never answer ur  revenge with you'll only lose,anger,,
"I also hate the dentist , and that's were I am heading to. I wish he was on strike lol #brokentooth",fear,,
"of the Unknown #changes, replace #stability and #familiarity with ambiguity and# uncertainty. #JO #Amman #ReformJO #Jordan",fear,,
"No, you blowing your cigarette smoke in my face is not sexy.  ",disgust,,
" last forever, last til the person gets over it and confronts it or til someone badder comes along.",fear,,
It is 4 minutes until Cody Simpson in NYC and im not there you'll do great love &lt;33,sadness,,
"I decree and declare the has NO authority over your life, In Jesus Name, Amen.",fear,,
"Oh and instead of playing Apples to Apples with his family, I watched the Dolphins lose. By one. Freaking. Point. ",sadness,,
"When Gamestop tells you that you have 2-day shipping, they really mean that in five days, your order will still not me shipped ",anger,,
"WAS excited for some late-night painting last night...but when I opened my new paints, the yellow was all dried out.  ",sadness,,
"I´m a fool for hating the wrong person for the right reasons, and not hating the right person for the wrong reasons  ",sadness,,
Hate public transportation  ,disgust,,
Holy fuck! my stocking! wtf! Nooooooooo! God Noooooo! you monster.... ,anger,,
"when you say you're from guilderland, all the local college kids think you're a spoiled rich fag  ",sadness,,
Bon. On va tenter la cuisine avec l'huile d'arachide ... ,fear,,
So I'm outside sitting n my car and a fag just walked by my car and said &quot; fish I can't wait to spend around on that nigga dick&quot;  ,disgust,,
"not afraid of tomorrow, for I have seen yesterday and I love today #less",fear,,
Damn internet. Keeps knocking me out. I want to punch someone. management #stressed,anger,,
"bulls need to complete signandtrade for crawford, sign bulter.. the rest of the league can sit back and pull the covers up their chins ",fear,,
I hate shopping with my mother ,anger,,
"so confused and misunderstood, need this game tomorrow to let out some ! #CantWait",anger,,
I think they call this... um... Venting ,fear,,
"Forget Everything And Remember, For Everything A Reason. ",fear,,
Not gonna lie... Some people's morals &amp; values completely me...,disgust,,
 is like the red headed male  step-child of who ain't come out the closet and got a black sheep for a pet.,fear,,
comes from inability to change or control the situation #CHILL,anger,,
It's sad .. People hate on you because your being you and they can't lol ,sadness,,
"First mark of the year. Dayum, what a bad bad mark. ",sadness,,
F.E.A.R. - False Evidence Appearing Real.  #quotes #quote #kktny #ff #follow #kardashians #kardashians #kuwtk,fear,,
"Love/hate relationship with rain today: It allowed me to take my first weekday nap ALL year, but cancelled my evening plans. ",sadness,,
It is in NO way about stomach cramps! Feeling of pure with my stomach,disgust,,
često zamišljam taj dan ali to me sve više udaljava od istog ,fear,,
I hate people with really shit taste in music! Seriously shut up!! ,anger,,
The only reason you don't have a fist in your face is that you have combat training. #nohomo #notcool,anger,,
how do you let go of the fear when it is time to step up to the plate? ,fear,,
" is the of phobias, or the fear of fear. A person with Phobophobia is mortified of developing a #phobia. #facts",fear,,
Ever since gettin into a heated argument with my ARA I walk by her office and give her the dirtiest look ,disgust,,
I've just realized tonight it'll be the last Sectionals with the actual awesome cast :(  ,sadness,,
"I'm literally finding stuff I've been looking for since the 9th grade, but I still can't find what I'm looking for right now. ",sadness,,
My family is at a spa in Arizona and I'm in my cube staring at excel  ,anger,,
since i got an iphone... i tweet like less than half the amount that i used to... ,sadness,,
"I love Christmas music more than any other kind, but I only get to enjoy it for two months per year. Luckily it's #ChristmasSeason!",sadness,,
Silva on the bench in such a vital game !? This proves the strength in depth City have. ,disgust,,
i miss when MTV was all about Pimp My Ride and Yo Momma ,sadness,,
"Oh and to the 4 sluts behind us at the game, you guys are only remotely attractive when your shirts are off #youre30",disgust,,
"People talk about things being awkward, awkwardness only enters a situation if you allow it too, awkwardness comes from ",fear,,
"wat du i fink about success? It sucks, its much stress...i guess i blew up quick....success.....JAY Z",fear,,
Three hour grammar final in half an hour. ,fear,,
"Giving the mouse hand puppet a gravelly, Michael Gambon-esque voice at Thanksgiving got mixed responses from young cousins. #Laughter",fear,,
Giving this a try.. No owl lamp #sleeptweet,fear,,
I made 2 pumpkin pies and only had 1 small slice :'( ,sadness,,
Mstww..jux listening 2 listening to Ferguson and Ferdinand on Euro sport..wlh!,anger,,
"miss geng-2 clan , bila la aku bole join korang ? :/",fear,,
is the wrong use of imagination. It is anticipating the worst not the best. #WGTB,fear,,
My fb is running so slow I'm close to punching the screen ,anger,,
"-  is short, live it.  is rare, grab it. is bad, dump it. #Fear is awful, face it. #Memories are sweet, cherish them.",anger,,
Dixieland Delight is on the radio #imissYL,sadness,,
Just received a brand new  but it seems to hate my SIM card.   support tells me they don't know whats wrong :( ,sadness,,
"A blind man trying to find his way o the toillet ... On a moving train, stumbles a lil and indian woman mumbles hes drunk.. HES BLIND ",anger,,
   Infiltration in our lives. The illusion of so we accept their political Solutions.,fear,,
Been eating chocolate for a year this weekend. ,disgust,,
"Don't get the impression that you arouse my anger. You see, one can only be angry with those he respects. ~Richard M. Nixon ",anger,,
effin' school blocks... every 10 seconds I get a request for an administrator's password.  GRRRRRRR!!!,anger,,
SCREW YOU ONTARIO COLLEGES SITE!! YES I KNOW ANOTHER PERSON BY MY NAME HAS MY ACCOUNT. THAT PERSON IS ME!! LET ME SIGN IN AND APPLY! ,anger,,
"Missed the bus :'( cold, bored &amp; on my todd #sidefringe",sadness,,
suck my fucking dick!  ,disgust,,
I hate these hipsters that are occupying Wall Street. Get a job! ,disgust,,
Your my parents. I shouldn't have to change to make you love me. You should love me as I am.  #whydoyoudothistome?,sadness,,
 having my heart broken...I hope to never go through a pain like that again. ,sadness,,
Been up all night.. I dozed off once n woke up n thought it all was a dream. But then I realized he was really gone ,sadness,,
"This year I don't intend to drive in the snow, and ESPECIALLY not on the motorway. RESPECT mother nature ",fear,,
 has told U not to &amp; not to be #afraid.  That should be good enough reason for you to enter this day with #fearless #confidence.,fear,,
"Such a sad day when my first boss, and owner of Newberry's one screen theatre, dies. #crazymanbutmissyouanyway",sadness,,
This things appear to be true but I know for sure its false ,fear,,
"When I was an adoption agent, we put folk thru the RINGER to get kids. But any old Travionica Jenkins can bust em out. And KEEP them. ",fear,,
"ooooh,I was on fire on the bus today!",anger,,
"My babe is MIA ; think my crying earlier, caused stress ... hope he didn't go out &amp; do something dumb ",fear,,
Oh I just got home and find out that I could of gone to the surprise at 3:30 :| ,sadness,,
I hate the Dentist...With a passion...,fear,,
wake up in the morning eat some flakes buck up go to work for poverty wages send your kids to #FEAR war get sick go broke repeat.,fear,,
"If u fly off the handle easily and for silly reasons, you have Issues get help! Temporary solutions seldom work!",anger,,
Problem with most mission kids is that they only care about themselves. ,anger,,
If I have time to tweet in line fuck sakes woman you're taking too Dam long. Just strip down put it on and I'll tell you . ,anger,,
This sound guy is so fucking fired.  ,fear,,
Regrets not buying a raf fair isle this season ,sadness,,
&quot;Anger and intolerance are the twin enemies of correct understanding&quot;    ,anger,,
That awkward moment when you feel like you've killed a good conversation.. :/,sadness,,
"Goodbye snow, here's the rain ☔ ",sadness,,
Can't believe that we have to go back to school tomorrow.... #ruinseverything,sadness,,
Value and source of  we know  God knows  of the #Lord  Job 28 #RCCAtlBible,fear,,
What is a mid season finally and why is The Walking Dead doing it? ,sadness,,
Don't bury your until you've killed it. When you bury &quot;living anger&quot; it functions as a seed &amp; grows into a Bitterness Tree.,anger,,
"You know that scary realization you are not going to make it until your next paycheck? Yeah, that. Payday is a painful 13 days away. ",fear,,
rest in the bosom of a FOOL!,anger,,
people let high school change them way too easily. ,sadness,,
No Pan Am tonight... T. Swift is super awkward btw.. #weird,sadness,,
