"Maybe!  Well! Wellso-so uh, what kind of music does Numb NutsOh forget it! I can't!",anger,negative
"Joey, I am scared to death about this.",fear,negative
"But I really think I can do it, I'm just gonna need some help.",fear,negative
"Look, Rachel's told me how much easier you've made all this on her. Why can't you do that for me?",anger,negative
Because! Cause Cause you're my baby sister!,sadness,negative
I was scared of telling you.,fear,negative
"Well I'd be scared of them, but all right.",fear,negative
"Joey, I can't stand the thought of having this baby with you mad at me.",sadness,negative
I want him to have his uncle.,sadness,negative
Is my baby gonna have his Uncle Joey?,sadness,negative
No! Seriously! What's wrong with you?!,anger,negative
"Og-ee-op, I'm not asking for me, I'm I mean No, I'm-I'm not gay, I'm not asking you out.",fear,negative
I'm not-I'm not-I'm not gay!,fear,negative
"Umm, excuse me, we switched apartments. You can't eat are food anymore, that-that gravy train had ended.",anger,negative
"No. No, not at all, that's-that's ridiculous.",sadness,negative
"Ye-ye-yeah, yes I do!",sadness,negative
You can't wear that! I'm wearing the famous tux! James Bond's tux!,anger,negative
SoIf you wear that you'll make mine less special.,sadness,negative
"Sorry, I just don't like the idea of when I say ""I do,"" he's thinking, ""Yeah, I'd do her too!""",anger,negative
What?! No! It was my idea!,anger,negative
Does calling it not mean anything anymore?!,anger,negative
"Aw, honey it's not your fault, y'know this is who you are, and I love you, and I want us to be friends, and if I keep living here I don't see that happening.",sadness,negative
What? I'm just said.,sadness,negative
"I mean, I mean I was gonna be homeless.",sadness,negative
"She moved in with a guy who was secretly married to her and he said he didn't love her, but he really did, and it just blew up!",anger,negative
"...Dammit, hire the girl!  Okay, everybody ready?",anger,negative
"Yeah, it was really hard.",sadness,negative
"Ok, you weren't there.",anger,negative
You gotta take the canoe!,anger,negative
We're not throwing it away! I built that canoe!,anger,negative
Good for you!!,anger,negative
"Oh sure, go with the sissy.",disgust,negative
Jason is not a sissy!,anger,negative
"Oh no-no-no-no, I meant Chandler.",anger,negative
You think it looked amazing?,sadness,negative
I don't like sitting up here! I'm just gonna over,anger,negative
No Rachel! They got here first!,anger,negative
DANGER,fear,negative
Oh but look! That's gonna leave a stain!,disgust,negative
I've never lived like this before.,disgust,negative
You'd better act surprised.,fear,negative
This is so typical. I'm always the last one to know everything.,anger,negative
Yuh-huh!,anger,negative
I was the last one to know when Chandler got bitten by the peacock at the zoo.,anger,negative
I was the last one to know when you had a crush on Joey when he was moving in.,anger,negative
Chandler! He's your father.  he should be at the wedding.,anger,negative
I don't even know the man. Okay? We're not that close. I haven't seen him in years.,disgust,negative
Well what are you gonna do when he finds out he wasn't even asked?!,sadness,negative
"I hang out with you guys, and he stars in a drag show in Vegas.",disgust,negative
Nobody is gonna be staring at the bride when the father of the groom is wearing a back-less dress.,disgust,negative
Who in the hell are you?,anger,negative
"No-no, Rachel, don't get it! He can't see us!",fear,negative
"No, yeah! The groom cannot see the bride!",anger,negative
I'm not gonna marry Chandler!,anger,negative
Not after this!,anger,negative
"Oh, wait, Joshua! Joshua!   Yeah, well, that oughta do it.",sadness,negative
"Oh, are you sure you're ok?",sadness,negative
Does it still hurt?,sadness,negative
Yeah.,sadness,negative
This sucks! I didn't know I had to stay up all night before I went to this stupid sleep clinic! I'm so tired!,anger,negative
"Y'know, they're not gonna get married anyway!",anger,negative
Come on!,anger,negative
They rushed into this thing so fast it's ridiculous!,disgust,negative
"What, did you actually thought it would make me feel better to give me stuff that I can't use for another two months?!",anger,negative
This sucks!,anger,negative
Ow!! Ow!!!,disgust,negative
Said what? Exactly.,fear,negative
"Oh my God!! Ohh, that is it! I'm leaving! You are just a horrible person!",disgust,negative
Wait-wait-wait-wait-wait-wait-wait-wait!!,fear,negative
If you're gonna get all sensitive about it!,anger,negative
I don't want to lose you.,sadness,negative
You-you're the one who's been telling me to get over Ross and move on.,anger,negative
That almost hit me in the face.,anger,negative
Yeah?,fear,negative
"The wedding is off, sloppy and immature!",anger,negative
Shrill?! The wedding is back on!,anger,negative
Chandler!,anger,negative
Just slice that baby right off!,fear,negative
No-no. We,fear,negative
"Uh-oh, I feel another one coming.",fear,negative
"No thanks, Mom!",disgust,negative
"Ha-ha, it's not my baby, ha-ha-ha!",anger,negative
"Well, I just checked our messages and Joshua didn't call.",sadness,negative
I mean you'd think he'd be worried about me not showing up at his club.,sadness,negative
"Ugh, you know what makes it so much worse, Ross is all happy in Vermont!",sadness,negative
No!,anger,negative
That was a test!,fear,negative
In a couple of hours I'm gonna get really drunk and wanna call Kathy and you guys are gonna have to stop me!,fear,negative
"And then after that, I'm gonna get so drunk, I'm gonna wanna call Janice",fear,negative
Ohhh!!,anger,negative
That and arrogance.,anger,negative
Joe?,fear,negative
"Well, it's just the reason that I'm asking is because I kind of eh, uh, I was unable toI mean I really wanted to, but I couldn't.",fear,negative
"There huhhmm, there-there was an incident.",fear,negative
"Take whatever you want, just please don't hurt me.",fear,negative
"Yes, on a scale from 1 to 10, 10 being the dumbest a person can look, you are definitely 19.",disgust,negative
"Young! You're a man-child okay?! Now go get changed because everybody's ready and please, oh please, keep my underwear!",disgust,negative
"Look, this is my home and I want to be able to come and go whenever I want!",anger,negative
"Okay, I will find someplace else to do the rest of my appointments. I just don't know what the big deal is!",anger,negative
"The big deal is I don't want naked, greasy strangers in my apartment when I want to kick back with a puzzlebeer! Cold beer.",disgust,negative
Do you always have to bring him here?,anger,negative
Nobody sees the king!,anger,negative
"Well, I kinda wanted to sell the cookies. The girl who sells the most wins a trip to Spacecamp, and gets to sit in a",sadness,negative
"No. The one in Atlantic City, Dad loves the slots. He says he's gonna double the college money my Grandma left me.",sadness,negative
It's not a real game! I made it up!,anger,negative
"Doesn't matter, I'm never gonna get to meet her anyway.",sadness,negative
"Because it's impossible to find her apartment! She lives in some like of hot girl parallel universe, or something.",sadness,negative
I did,anger,negative
"Monica, betting the apartment, I don't know about this.",fear,negative
"All right, let's do it.",fear,negative
"You don't want to be guys, you'd be all hairy and wouldn't live as long.",disgust,negative
"Y'know you, you just stop being such a wuss and get those off and you come with us and watch naked girls dance around!!",anger,negative
I'm sorry.,sadness,negative
"You gotta help me out here, you gotta set me up, you gotta get me back in the game.",fear,negative
And the two times we went out were just plain awkward.,disgust,negative
"I mean that ain't a pretty picture in the morning, y'know what I mean.",disgust,negative
"That wig all in disarray, and boobs flung over the night stand, y'know.",disgust,negative
"That only is not funny, it's physically impossible!",anger,negative
Okay?,anger,negative
Depending    on the species I'd have to have a six foot long...,anger,negative
It's not funny!,anger,negative
I can't believe you put that on my alumni page!,anger,negative
You'd better hope not because I just read what you put on your    page today.,anger,negative
Oh oh oh! I RESPECTFULLY DISAGREE!!,anger,negative
"So, rocks.",disgust,negative
"I'm really gonna miss this apartment. Y'know, Ben-Ben took his first steps right over there.",sadness,negative
"Well, I mean if uh, if Emily gave me a choice",sadness,negative
HEY!! Do you,anger,negative
Stop it! I will kill you. I hate the fact that my room is so small.,anger,negative
"Monica, you don't even have a bed, you sleep in a ball on the floor!",anger,negative
I'm sorry. I'm so sorry.,sadness,negative
Shut up! This place is a hole!,anger,negative
No-no!,fear,negative
"No, no-n-n-n-no!!",fear,negative
You are going to a clinic!,disgust,negative
"You're going to a clinic, and a pyjama store!",disgust,negative
I am hurt!  A plague on both your houses!,sadness,negative
"By the way, he dumped me tonight after he read my review.",sadness,negative
"Oh, classy.",disgust,negative
"Yep! I sure know how to pick em, huh? Y'know I gave up a part on a soap for this!",sadness,negative
"Wow! Yeah I ah, I gave up a job too.",anger,negative
"Uh, de-clawing cats.",anger,negative
We'll stop by every news stand and burn every copy of their Times and the Post.,anger,negative
Great.  You got anything that's not,disgust,negative
"Huh, Rach I got to say it's gonna take a lot of money for me to go out on a date with a dude.",disgust,negative
"Sorry, Pheebs.",sadness,negative
"Yeah. Well, umm.....",sadness,negative
"Yeah, I'm fine.",sadness,negative
"No! Really, no, please, please, that's, that's okay.",sadness,negative
"Oh, yeah, I'm not, I'm not hungry.",sadness,negative
"Come on, pick up, pick up!",fear,negative
"Okay, I have to tell you something that I have never admitted during our entire friendship!",anger,negative
"But, when we were in high school I made out with James Farrell even when I knew that you liked him!",anger,negative
"Okay, you go!",anger,negative
"Ugh, Monica, I know about you and Chandler.",disgust,negative
"Well, I wouldn't know because I got so freaked out that I hung up the phone.",anger,negative
All right. So you're telling me that there is nothing going on between you and Chandler.,anger,negative
I don't know! I didn't come with her!,anger,negative
Oh shoot! I work Monday nights.,sadness,negative
"Hey, I've been honing!",anger,negative
"Oh, uh..",fear,negative
I want her to think I might be in a restaurant.. y'know?,fear,negative
"I might have some kind of life, like I haven't been sitting around here honing for the past few hours.",anger,negative
Oh my God!  Go away!  Stop looking in here!,anger,negative
"Great, now he's waving back.",disgust,negative
"Man, we gotta do something about that guy.",disgust,negative
"This morning, I caught him looking into our apartment.",disgust,negative
It creeps me out!,anger,negative
I feel like I can't do stuff!,anger,negative
"Will you grow up? I'm not talking about sexy stuff, but, like, when I'm cooking naked.",disgust,negative
"It's just y'know, been a couple of hours, and she hasn't called. Not that I even care, y'know.",sadness,negative
You think you know me so well.,anger,negative
I can't.,sadness,negative
I can't.,sadness,negative
"She dumped me, I mean I totally trusted her and then one day it was Okay, bye Pheebs' gone.",sadness,negative
"Y'know what the saddest part is, when we were playing together, that was like the most fun I've ever had in like all my lives.",sadness,negative
Nuh-uh.,fear,negative
"Well, you may wanna rethink the dirty underwear.",disgust,negative
"Ok, ok, now what is wrong with my",anger,negative
"Ok, so it's just because it was my table, I have to buy a new one?",anger,negative
"What rule? There's no rule, if anything, you owe me a table!",anger,negative
How'd you get to that?,anger,negative
"Well, I believe the piece of furniture was fine until your little breakfast adventure with Angela Delvecchio",anger,negative
"Well, let's just say the impressions you made in the butter left little to the imagination.",disgust,negative
You'd tell me if you were moving out right,fear,negative
"Aw, I know all about Kip!",anger,negative
"It's just that we bought a hibachi together, and then he ran off and got married, and things got pretty ugly.",anger,negative
"Well, let me ask you something, was Kip a better roommate than me?",sadness,negative
"Aw, don't do that",sadness,negative
"Ooh, oh no! I have to go! I have a massage appointment.",sadness,negative
Oh my God! Oh my God! I'm so sorry!,fear,negative
You think you can knock up my daughter and then not marry her?! I'm gonna kill you!!,anger,negative
Y'know this is actually not a great time for me.,sadness,negative
Really?,anger,negative
"Ohh, okay, I'm sorry.",sadness,negative
You are asking me to be your wife!,anger,negative
"Barry, I'm sorry...",sadness,negative
I am so sorry...,sadness,negative
"I know you probably think that this is all about what I said the other day about you making love with your socks on, but it isn't... it isn't, it's about me, and I ju-  Hi, machine cut me off again... anyway...",sadness,negative
"Oh, well don't take it to the same place you took the stereo, cause they've had that thing for over a week.",disgust,negative
You're disturbing my oboe practice.,anger,negative
You don't play the oboe!,anger,negative
I could play the oboe!,anger,negative
"All right that's, that's it!! Get off her!",anger,negative
What's going on?!  That's what's going on!!,anger,negative
I have been down in your store for twenty minutes trying to get a tie!,anger,negative
What do I have to do to get some service?!,anger,negative
"Look, I feel really bad about how I freaked you out before, so I called the father and asked him to meet you here so you can tell him.",sadness,negative
Go!,anger,negative
"I may play the fool at times, but I'm a little more than a pretty blond girl with an ass that won't quit.",anger,negative
"Uh, let's rip!",fear,negative
No!,disgust,negative
We’re not peeking?,sadness,negative
I?ve got some bad news.,sadness,negative
What?,fear,negative
"Come on sweetie! You?ve had to work late every night for the past two weeks, what is it this time?",sadness,negative
Well we?re gonna miss you around here.,sadness,negative
"Yeah, me too.",sadness,negative
Well there's some people who do want to marry me.,anger,negative
Yeah! Richard!,anger,negative
That-that he's a-a complex fellow who's unlikely to take a wife!,anger,negative
That-that he's against marriage and always will be!,anger,negative
"You know you probably didn't know this, but back in high school, I had a, um, major crush on you.",fear,negative
Oh.,sadness,negative
"Listen, do you think- and try not to let my intense vulnerability become any kind of a factor herebut do you think it would be okay if I asked you out?",fear,negative
"Oh, I don't know.",fear,negative
"Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.",anger,negative
Look at you. All jealous.,anger,negative
Say you'll stay beside me,sadness,negative
"Okay, see, see, everyone else is happy she's done.",anger,negative
"Ross, no! There is",anger,negative
"Ross, I am a human doodle!!",anger,negative
So?!,disgust,negative
Yeah huh!! Cover yourself up!,disgust,negative
"I don't believe this! When someone asks you in for lemonade, and to you that means they wanna have sex?",disgust,negative
I'm such a jerk.,sadness,negative
We've been on the road six hours and you've been asleep for five and a half!,anger,negative
We are switching at the next rest stop and,anger,negative
Yeah! And until then you are going to sing to me because the radio's broken and you are selfish but have a nice voice.,anger,negative
Sing!!,anger,negative
The musician right outside the restaurant...it's kind    of a mood-killer!,sadness,negative
"What, what, what is it with you and this holiday?",anger,negative
"Oh, I hate this story.",sadness,negative
"I have--and I remember this part vividly--a mouthful of pumpkin pie, and this is the moment my parents choose to tell me they're getting divorced.",sadness,negative
Yes. It's very difficult to appreciate a Thanksgiving dinner once you've seen it in reverse.,sadness,negative
Oh no. Could I get anyone a coffee orpoison? No? Just for me? Okay.,fear,negative
"Nothing! Phoebe kinda made a mistake. But y'know you do wear that sweater a lot, are you involved in some kind of dare?",fear,negative
"Oh, it's just not the right time.",sadness,negative
I can handle the stick!!,anger,negative
I can't believe this is taking so long. How are you doing?,sadness,negative
Oh not bad. Do you know that feeling when you're trying to blow a Saint Bernard out your ass?,sadness,negative
That's funny. Does it-does it hurt? Does the labor hurt?,fear,negative
"Man, I'm starving! What the hell was I thinking at dinner?! ""Do you want soup or salad?"" Both! Always order both!",anger,negative
I just saw Danny getting on the subway with a girl and he had his arm around her.,sadness,negative
"Oh, honey, I'm sorry.",sadness,negative
"Well, you should be, this is all your fault! You meddled in our relationship!!",anger,negative
You had no relationship!!,anger,negative
"No, but I was doing my thing and everything was going according to the plan!",anger,negative
"Oh God, stop with the plan!",anger,negative
Who cares?!,anger,negative
That doesn't mean anything!,anger,negative
"Yeah, it's a real shame you can't make it to that one-woman    show tonight.",sadness,negative
Stupid Jane Rogers!!,anger,negative
And you weren't going to tell us? How did you think you were    gonna get away with that?,anger,negative
I didn't have to tell you that!! I'm stupider than Jane Rogers!!,anger,negative
"Oh, that's why you got these tickets to that play, to get rid    of us??",anger,negative
And last year is that why you sent us to that medieval times    restaurant?,anger,negative
"OH! And the year before that, when you set up that nighttime    tour of that button factory?",anger,negative
"We were walking by this antique store, and I saw this pin in the window, and I told him that it was just like one my grandmother had when I was a little girl.",sadness,negative
F-hah.... flennin....,fear,negative
"Well that was depressing, I think I just bought a soft pretzel from one of the kids from",sadness,negative
"No you doy'know what, you're not gonna suck me into this.",anger,negative
"Oh sure I am, because you always have to be right.",anger,negative
"I do not always have to beokay, okay.",anger,negative
"I'm telling you, something's wrong! My brother does not stay out all night.",fear,negative
Oh my God!  Where the hell have you been?!!,anger,negative
"Ohh, out, oh God, I don't know why we didn't think to check there!",anger,negative
"Look, I don't have to answer your questions! Okay? I'm a big boy, I can do whatever I want!",anger,negative
Hey! Hey! Be careful around my Porsche!,anger,negative
"Well, the old lady died.",sadness,negative
Ewww. Yeah. Umm. I think I'm gonna stay here.,disgust,negative
Ezels!!,disgust,negative
You freak.,disgust,negative
Damn! I can't believe I took her off my list.,anger,negative
"Oh-oh, you lie.",disgust,negative
"Yeah, well missy, you better be glad that list is laminated.",anger,negative
"Rachel, we're sorry for pushing those guys on you.",sadness,negative
No! He blew us off!,anger,negative
I can't believe it.  Can I tell you something? I'm a little mad at him now.,anger,negative
Can I tell you something? Me too.,anger,negative
"Y'know what? He didn't want to talk to us about being angry, well maybe we don't talk to him",anger,negative
"Look, I  Look, I'm having a great time with you and I just don't want us to move to fast or put to much pressure on us.",fear,negative
"So, I'm sorry I just don't think we should go away together yet.",sadness,negative
It's-it's too soon.,fear,negative
"Phoebe, would you take a look at this mess!!!!",anger,negative
"I take the uh dead flowers out of the vase... Oh, and, um, sometimes Artelle lets me put the little chocolate blobbies on the cookies.",sadness,negative
"No-no-no. I don't have a son named Jordie. We all agreed, my son's name is Jamie.",anger,negative
"Ow, ow, ow, ow, leg cramp, leg cramp, leg cramp.",anger,negative
"I got it! Hey, you get to sleep with her, I get the cramps.",anger,negative
"All right, that's it. I want both of you out.",anger,negative
He started it!,anger,negative
"No, you started it.",anger,negative
"I don't care. I am trying to get a person out of my body here, and you're not making it any easier.",anger,negative
Now go!,anger,negative
Thanks a lot.,anger,negative
See what you did.,anger,negative
Out,anger,negative
"Yeah but, Mischa is so interested in you, that Sergei and I haven't been able to say two words to each other.",anger,negative
What do you want me to do? Just sit here silently while you three have a conversation?,anger,negative
so we finally get to the top of the mountain and airhead here  forgets the camera!,disgust,negative
"Oh yeah. First off all, chasing the Churo guy isn't jogging.",disgust,negative
"Oh, damn! I got it on my pants.",anger,negative
"Yeah, wow, sorry Rach.",sadness,negative
I found the picture!,anger,negative
The picture of my wife! In your pack!,anger,negative
You went through my personal property?,anger,negative
Why do have a picture of Paulette in your pack?!,anger,negative
"Because Vincent, we were lovers.  For two years!",anger,negative
You don't know how that happened?! Your dog thought my diaphragm was a chew toy!,disgust,negative
"Well, at least you're not hearing it for the first time at your fifth grade Halloween party.",disgust,negative
"You tell her Jack, I can't do it.",fear,negative
"No. It was painful. Oh my God , they should call it Pain-zine, now with a little wax.",disgust,negative
That's because their nerves are probably deadened from being so stupid.,anger,negative
No!,sadness,negative
"David the scientist guy, David that I was in love with, David who went to Russia and broke my heart David!",sadness,negative
"Hey, uh, I'm really, really sorry about what happened in the cafeteria today.",sadness,negative
I eat by myself in the alley because everybody hates me.,sadness,negative
"Y'know you wear a white coat, I wear a blue blazer, if that means we can't be friends at work, then so be it.",sadness,negative
That's it. That's my worse Thanksgiving.,sadness,negative
"Umm, I-I really don't want to tell this story.",sadness,negative
"Y'know, for me anyway.",sadness,negative
"And of course, the Indians.",sadness,negative
"Look umm, of all people, you do not want me to tell this story!",anger,negative
"I-I wanted to apologise if Iy'know seemed a tad edgy yesterday at my shower. Y'know it's just the hormones, y'know.",sadness,negative
They-they-they can smell fear.,fear,negative
"I didn't know you and Carol were getting divorced, I'm sorry.",sadness,negative
I-I cannot spend another evening with that man.,disgust,negative
Do you remember how he behaved at our wedding?,disgust,negative
That's because he wasn't invited because of the way he behaved at our engagement party.,disgust,negative
"Oh yeah. Boy, urine cuts",disgust,negative
"Oh that was yours? Uh, yeah, we used it when the duck was throwing up caterpillars.",sadness,negative
Ugh.  Ross!,disgust,negative
"So they ah, they all took off, it was pretty hard watching them go, y'know?",sadness,negative
"I'm gonna go talk to uh, a friend.",sadness,negative
"Yeah, yeah, you go talk to your friend. You tell him, ""Nice try.""",disgust,negative
"No, I can't talk to you! I don't have a fancy ad in the Yellow Pages!",anger,negative
"Look, Pheebs, I just, I wanna apologize for, for saying that your method was stupid and-and maybe ask you to be my teacher again.",sadness,negative
No!,anger,negative
I don't have ten minutes!!,anger,negative
"Hey, Ross!!! I told you I don't!",anger,negative
"Don't yell at me okay, this is the most I've seen you all week.",sadness,negative
"Ok, hypothetically, why won't I be married when I'm 40?",anger,negative
What is it? Is there something fundamentally unmarriable about me?,anger,negative
Stop making candy!,anger,negative
"Oh, you really want to talk about getting people to like you huh, funny man?",anger,negative
"We were on the platform, ready to dance the world into the new Millennium, and the guy yelled CUT!'",anger,negative
I can't do it!,sadness,negative
"All right, look, you're not really gonna buy that are you? Don't you think you've embarrassed me enough for one day?",anger,negative
"All right, look, if you insist on wearing that, in public, y'know, you're gonna spend the rest of the afternoon all by yourself.",disgust,negative
Good choice.,anger,negative
"Okay, wait. All right, that's it, okay, I'm out of here. I am not going to be embarrassed anymore!",anger,negative
"Y'know, so I don't read as many important books as you do, and I don't write trick poems that seem to be about one thing but are actually about something else.",anger,negative
You don't even know me...,anger,negative
"The Empty Vase is not about you. My baby, you make me so sad that you would think this.",sadness,negative
"I'm sorry, my friend Phoebe...",sadness,negative
"Yeah, I gotta go.",fear,negative
"Yeah, that's the same as ""it has something to do with wind"".",fear,negative
"Oh... Mike's sister just invited me to a party tonight, he's gonna be there.",anger,negative
"And she was like ""Oh, don't worry!",sadness,negative
"He's totally ok with seeing you!"".",anger,negative
"Which you're not, because you've totally hung up on him!",anger,negative
"I didn't even think about that!  Aaargh,",anger,negative
"Oh, ain't that nice? The three of you trying on slutty lingerie together.",disgust,negative
That's not what we're gonna do!,disgust,negative
"Why would you ruin it, who was that hurtin'?",disgust,negative
"You-you-you didn't know that.  Well, I guess my work here is done!",sadness,negative
"What did, what did he say?",fear,negative
"Wow, I'm never gonna have that feeling again, am I?",sadness,negative
You sound like a guy.,disgust,negative
"No, a guy would be saying, ""I'm never gonna get to sleep with anyone else.""",disgust,negative
I'm never gonna get to sleep with anyone else!,sadness,negative
"I mean, II'm never gonna have a first kiss again.",sadness,negative
"Oh good, you're here. Yeah, and I was worried that it was going to be uncomfortable.",sadness,negative
No!,anger,negative
"Okay, I'm next.  Don't! Don't start another game! I said I'm next! Phoebe!",anger,negative
Chandler! Phoebe's hogging the game!,anger,negative
"I mean, Thanksgiving with no turkey is like-like Fourth of July with no apple pie!",sadness,negative
Or Friday with no two pizzas!,sadness,negative
All right fine! If it means that much to you! But justthere's gonna be a ton left over.,sadness,negative
"Y'know what? I cannot do this with my left hand! Would you please, help me with this too?",anger,negative
Okay-Dokey,sadness,negative
You're making a big mistake here.,disgust,negative
"That's not the hard part honey! The hard part is what comes    next, I mean aren't you worried about the results?",fear,negative
"Phoebe, where's your purse?",fear,negative
"No, no! Give it to me!",anger,negative
You can't have it.,anger,negative
Give it to me!,anger,negative
No,anger,negative
I'll go in there.,anger,negative
Oh yeah.,anger,negative
Damn you Monica Geller hyphen Bing!,anger,negative
